504,Informatique,2,4,,,,,,,,,,,,,
505,Tourisme,2,1,,,,,,,,,,,,,
506,Production,2,4,,,,,,,,,,,,,
507,Production,2,4,,,,,,,,,,,,,
508,MAintenance,2,4,,,,,,,,,,,,,
509,Tourisme,2,3,,,,,,,,,,,,,
510,Tourisme,2,3,,,,,,,,,,,,,
511,Production,0,1,,,,,,,,,,,,,
512,Production,2,3,,,,,,,,,,,,,
513,Logistique,0,3,,,,,,,,,,,,,
514,Autres Services,0,3,,,,,,,,,,,,,
515,Logistique,3,5,,,,,,,,,,,,,
516,Autres Services,2,5,,,,,,,,,,,,,
517,Tourisme,2,3,,,,,,,,,,,,,
518,Tourisme,2,0,,,,,,,,,,,,,
519,Tourisme,2,0,,,,,,,,,,,,,
520,Production,2,3,,,,,,,,,,,,,
521,BTP,3,0,,,,,,,,,,,,,
522,Tourisme,2,0,,,,,,,,,,,,,
523,Tourisme,3,3,,,,,,,,,,,,,
524,Sécurité,0,0,,,,,,,,,,,,,
525,Tourisme,2,0,,,,,,,,,,,,,
526,Tourisme,0,0,,,,,,,,,,,,,
527,Tourisme,2,0,,,,,,,,,,,,,
528,Tourisme,0,0,,,,,,,,,,,,,
529,Tourisme,0,0,,,,,,,,,,,,,
530,Tourisme,0,0,,,,,,,,,,,,,
531,Tourisme,0,3,,,,,,,,,,,,,
532,Tourisme,2,0,,,,,,,,,,,,,
533,Autres Services,2,3,,,,,,,,,,,,,
534,Tourisme,2,3,,,,,,,,,,,,,
535,Production,0,5,,,,,,,,,,,,,
536,Audit,3,4,,,,,,,,,,,,,
537,Agroalimentaire,2,4,,,,,,,,,,,,,
538,Production,2,3,,,,,,,,,,,,,
539,Logistique,0,1,,,,,,,,,,,,,
540,Distibution,0,3,,,,,,,,,,,,,
541,Production,2,0,,,,,,,,,,,,,
542,Production,2,3,,,,,,,,,,,,,
543,Production,0,3,,,,,,,,,,,,,
544,MAintenance,3,4,,,,,,,,,,,,,
545,Agroalimentaire,3,6,,,,,,,,,,,,,
546,Tourisme,3,4,,,,,,,,,,,,,
547,MAintenance,3,3,,,,,,,,,,,,,
548,Informatique,3,4,,,,,,,,,,,,,
549,Réseaux,2,3,,,,,,,,,,,,,
550,Réseaux,2,3,,,,,,,,,,,,,
551,Tourisme,2,2,,,,,,,,,,,,,
552,Production,2,3,,,,,,,,,,,,,
553,évenementiel,0,3,,,,,,,,,,,,,
554,Finance,0,3,,,,,,,,,,,,,
555,Informatique,2,5,,,,,,,,,,,,,
556,Informatique,3,6,,,,,,,,,,,,,
